ID	NAME
m01118	5-oxo-(6E)-12-epi-LTB4
m00752	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanate
m00602	20-trihydroxy-LTB4
m00680	2-trans-9,12,15,18,21-all-cis-tetracosahexaenoyl-CoA
m02376	L-glutaminyl-tRNA(gln)
m00640	2-deoxy-D-ribose-5-phosphate
m01780	em2emgacpail_prot heparan sulfate
m00779	3-hydroxyheptadecanoyl-[ACP]
m00231	1,2-dehydrosalsolinol
m00879	3-oxo-hexacosenoyl-CoA
m02448	maltononaose
m00360	13-hydroxy-gamma-tocopherol
m00789	3-hydroxy-N6,N6,N6-trimethyl-L-lysine
m00419	18(R)-hydroxy-20-oxo-20-CoA-LTE4
m02120	hexanoic acid
m00262	10,13,16,19-docosatetraenoyl-CoA
m00971	4-androstene-3,17-dione
m01100	5-formyl-THF
m03077	tRNA(pro)
m00471	1-acylglycerol-3P-9-tetrade
m00387	15-epi-lipoxin A5
m00386	15-epi-lipoxin A4
m01619	creatine
m02730	phosphatidate-LD-PI pool
m00346	13-carboxy-gamma-tocopherol
m00433	19-oxoandrostenedione
m02974	tetradecenoylcarnitine(5)
m00649	2-hydroxyestradiol-17beta
m02962	taurochenodeoxycholate
m00396	16(R)-HETE
m02592	nLc5Cer(G00051)
m01077	5beta-cholestan-3alpha,7alpha,12alpha,24(S)-tetrol
m02893	selenomethionyl-tRNA(met)
m01624	Cu2+
m00528	1D-myo-inositol-3,4-bisphosphate
m00648	2-hydroxybutyrate
m01922	gamma-butyrobetaine
m00733	3,5,3-triiodo-L-thyronine-beta-D-glucuronoside
m00713	3(S)-hydroxy-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA
m02051	heneicosanoylcarnitine
m02124	histamine
m00984	4-hydroperoxy-H4-neuroprostane
m02782	prostaglandin D1
m02553	NADH
m02848	RNA-3-terminal-phosphate
m03144	vitamin K epoxide
temp002	others
m02939	stearidonic acid
m02197	IV3GalNAca-Gb4Cer
m03013	trans,cis-2,13-docosadienoyl-CoA
m01303	agmatine
m01380	benzoate
m01035	5-(3-pyridyl)-2-hydroxytetrahydrofuran
m02549	N-acetyl-serotonin
m02150	hydroxylated-ebastine
m01033	4-pyridoxate
m01714	dITP
m00045	(2E)-heptadecenoyl-[ACP]
m00715	3(S)-hydroxy-hexacosenoyl-CoA
m02918	S-palmitoylprotein
m02383	L-iditol
m00895	3-oxopalmitoyl-CoA
m01931	gamma-L-glutamyl-L-alpha-aminobutyrate
m00287	11-carboxy-alpha-tocotrienol
m00749	3alpha,7alpha,12alpha-trihydroxy-5beta-cholest-24-enoyl-CoA
m01009	4-imidazolone-5-propanoate
m01180	7alpha-hydroxy-3-oxo-4-cholestenoic acid
m02442	malonyl-[ACP]
m03011	trans,cis-2,11-docosadienoyl-CoA
m00880	3-oxohexadecanoyl-[ACP]
m01184	7alpha-hydroxypregnenolone
m02552	NAD+
m01833	formate
m00796	3-hydroxypentanoyl-[ACP]
m02699	peptide-2-(3-carboxy-3-aminopropyl)-L-histidine
m01036	5-(D-galactosyloxy)-L-lysine-procollagen
m01982	glycerate
m02793	prostaglandin H1
m00213	[protein]-N6-methyl-L-lysine
m01900	G10599
m00896	3-oxopentadecanoyl-[ACP]
m02881	se-adenosyl-L-selenohomocysteine
m01896	G10595
m00956	4alpha-carboxy-5alpha-cholesta-8-en-3beta-ol
m01439	chitobiose
m00882	3-oxohexanoyl-CoA
m02674	palmitate
m02010	GM1b
m01665	dem2emgacpail_prot heparan sulfate
m00979	4-cholesten-7alpha,27-diol-3-one
m01116	5-methylthioadenosine
m00377	15(S)-HETE
m01010	4-maleylacetoacetate
m01794	estrone-3,4-semiquinone
m00558	1-pyrroline-2-carboxylate
m01729	dodecanoylcarnitine
m01987	glycochenodeoxycholate
m02009	GM1alpha
m00901	3-oxo-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA
m00105	(6Z,9Z)-octadecadienoylcarnitine
m01079	5beta-cholestan-3alpha,7alpha,24(S),27-tetrol
m02802	prothrombin
m01851	fucfuc132galacglcgal14acglcgalgluside heparan sulfate
m02452	maltotriose
m01802	FAD
m00011	(11Z,14Z,17Z)-eicosatrienoylcarnitine
m01814	fatty acid-LD-TG2 pool
m01149	6(S)-hydroxy-tetradeca-(4E,8Z)-dienoate
m00947	4,6-dihydroxyquinoline
m00248	1,3-diaminopropane
m00358	13-hydroxy-D4-neuroprostane
m01608	core 3
m02134	homocysteine-thiolactone
m01907	galacgalfuc12gal14acglcgalgluside heparan sulfate
m01543	chondroitin sulfate D (GlcNAc6S-GlcA2S) proteoglycan
m02431	m2gacpail heparan sulfate
m00980	4-cis-decenoyl-CoA
m01046	5,12,18R-TriHEPE
m00426	18-HETE
m01453	cholesterol-ester-10,13,16-docosa
m02336	lanosterol
m01597	CoA
m02289	keratan sulfate II (core 4-linked), biosynthesis, precursor 1
m01610	core 5
m00081	(3S)-3-hydroxy-cis,cis-palmito-7,10-dienoyl-CoA
m00676	2-S-glutathionyl acetate
m01227	9-carboxy-gamma-chromanol
m01316	all-trans-decaprenyl-diphosphate
m01486	cholesterol-ester-9-octa
m02192	itaconyl-CoA
m01234	9-deoxy-delta12-PGD2
m00403	16-hydroxyhexadecanoic acid
m00014	(13E)-tetranor-16-carboxy-LTE4
m02982	thiamin
m03017	trans,cis-2,8,11-eicosatrienoyl-CoA
m02911	sn-glycero-3-phospho-1-inositol
m00222	1-(1-alkenyl)-sn-glycero-3-phosphate
m00369	14-hydroxy-D4-neuroprostane
m01202	8(S)-HETE
m00677	2-trans,6-trans-farnesal
m02630	O2
m00239	1,2-diacylglycerol-LD-SM pool
m00725	3,4-dihydroxy-5-all-trans-decaprenylbenzoate
m01352	apoB48
m00634	2-aminomuconate
m02992	threonate
m00666	2-methylglutaconic acid
m00737	3,5-diiodo-L-thyronine-4-O-sulfate
m02961	taurine
m00174	(S)-3-hydroxydodecanoyl-CoA
m01261	acetyl-CoA
m02476	methylimidazole-acetaldehyde
m01838	formyl-L-methionyl-peptide
m02718	phenethylamine
m02977	tetraHCA
m00066	(2E)-tetradecenoyl-CoA
m02434	m3gacpail_prot heparan sulfate
m03038	trans-5,6-dihydro-5,6-dihydroxy-7,12-dimethylbenz[a]anthracene
m00707	3(S)-hydroxy-9-cis-eicosenoyl-CoA
m01996	glycogenin
m00034	(1S,2R)-naphthalene 1,2-oxide
m01468	cholesterol-ester-5,8,11,14,17-eico
m01680	dGDP
m01594	CMP-N-trimethyl-2-aminoethylphosphonate
m03103	ubiquinone
m01190	7-HETE
m01684	D-glucuronate 1-phosphate
m00852	3-oxo-9-cis-eicosenoyl-CoA
m02121	hexanoyl-[ACP]
m00992	4-hydroxy-4-(methylnitrosoamino)-1-(3-pyridinyl)-1-butanone
m01758	D-xylose
m01887	G00086
m00425	18-COOH-LTE4
m02965	taurolithocholate
m01451	cholesterol-ester pool
m03167	5-Phosphonooxy-L-lysine
m00892	3-oxooctanoyl-CoA
m02402	lithocholate
m02885	selenate
m00064	(2E)-tetracosenoyl-CoA
m01651	de-Fuc form of PA6 (wo peptide linkage)
m00507	1-acylglycerol-LD-PS pool
m00921	3-UMP
m01299	aflatoxin B1-exo-8,9-epoxide-GSH
m00645	2-hydroxy-3-methoxyestrone
m01265	acrylyl-CoA
m02937	starch structure 2
m01166	6-methylmercaptopurine
m01393	betaine
m00462	1-acylglycerol-3P-7-octade
m00904	3-oxotetracosanoyl-CoA
m03018	trans,cis-2,9-eicosadienoyl-CoA
m01028	4-oxo-9-cis-retinal
m01306	AKG
m03059	tRNA containing 5-methylaminomethyl-2-thiouridylate
m00005	(11R)-HPETE
m01328	alpha-tocopheryl hydroquinone
m01334	AMP
m01918	galgalthcrm heparan sulfate
m01804	FAICAR
m00741	3,5-dioxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA
m02063	heparan sulfate, degradation product 17
m02998	thyroxine
m00908	3-oxotridecanoyl-[ACP]
m00394	15-oxo-lipoxin A4
m00769	3-dehydrosphinganine
m01675	desmosterol
m01085	5beta-cholestane-3alpha,7alpha,12alpha,23,25-pentol
m00731	3,4-epoxynonanal
m00186	[apotransferin]
m00849	3-oxo-7-hexadecenoyl-CoA
m00886	3-oxomyrist-7-enoyl-CoA
m01781	em3gacpail heparan sulfate
m02461	mem2emgacpail heparan sulfate
m01577	cis,cis-palmito-7,10-dienoyl-CoA
m01771	eicosanoate
m02679	pantetheine
m01876	G00057
m00499	1-acylglycerol-3P-stea
m00342	13,16,19-docosatrienoylcarnitine
m00946	4,6-dideoxy-4-oxo-dTDP-D-glucose
m02305	keratan sulfate II biosynthesis, precursor 10
m02622	normetanephrine
m00514	1-alkyl-2-acylglycerol
m02550	N-acetyl-seryl-aspartate
m00187	[beta-adrenergic-receptor]
m01512	cholesterol-sulfate
m02140	hyaluronan degradation product 1
m02897	serotonin
m01841	fructose-1,6-bisphosphate
m01946	GD2
m01947	GD3
m02986	thiocyanate
m01369	asparagine
m02526	N-acetylgalactosamine-1-phosphate
m02184	isoleucine
m03134	valeric acid
m02547	N-acetylputrescine
m03115	undecanoyl-[ACP]
m03120	urate
m03165	sedoheptulose
m00884	3-oxolinoleoyl-CoA
m03098	type IIIAb
m01308	albumin
m02761	pregn-5-ene-3,20-dione-17-ol
m02836	retinoyl-glucuronide
m01713	dithiothreitol
m01805	farnesylcysteine
m02343	lathosterol
m00609	24,25-dihydrolanosterol
m00274	10-hydroxy-octadec-(12Z)-enoate-9-beta-D-glucuronide
m01605	coproporphyrinogen I
m02108	heptylic acid
m01422	carboxybiotin-carboxyl-carrier
m02397	lipoyl-[ACP]
m03089	tryptophan
m01606	coproporphyrinogen III
m01000	4-hydroxyestrone
m01948	GDP
m01273	acyl-CoA-LD-PI pool
m02645	O-D-mannosylprotein
m00557	1-pyrroline
m00217	[protein]-tyrosine-O-sulfate
m02617	noradrenaline
m00414	17-HETE
m02439	malate
m02942	succinate semialdehyde
m01186	7-carboxy-alpha-tocotrienol
m00013	(13E)-11alpha-hydroxy-9,15-dioxoprost-13-enoate
m00711	3(S)-hydroxy-docosa-10,13,16,19-all-cis-tetraenoyl-CoA
m03045	tricosanoic acid
m02922	spermidine monoaldehyde 2
m00460	1-acylglycerol-3P-7,10,13,16-docosa
m02921	spermidine monoaldehyde 1
m00827	3-methylglutaconyl-CoA
m02498	N,N-chitobiosyldiphosphodolichol
m01989	glycodeoxycholate
m02300	keratan sulfate II (core 4-linked), degradation product 2
m01048	5,12-DiHETE
m00564	2(S)-pristanal
m01270	acyl-CoA-CL pool
m02302	keratan sulfate II (core 4-linked), degradation product 4
m00746	3alpha,7alpha,12alpha,24(S)-tetrahydroxy-5beta-cholestan-27-al
m03009	trans,cis,cis-2,7,10-hexadecatrienoyl-CoA
m02582	nicotinamide ribonucleoside
m02384	L-iduronic acid
m02680	pantothenate
m00098	(5S,6S)-epoxy-(15R)-hydroxy-ETE
m00793	3-hydroxyoctadecanoyl-CoA
m00778	3-hydroxyheneicosanoyl-CoA
m02331	lacto-N-fucopentaosyl-III-ceramide
m01518	chondroitin sulfate A (GalNAc4S-GlcA), B (IdoA2S-GalNAc4S), and E (GalNAc4,6diS-GlcA), precursor 1
m00041	(2E)-dodecenoyl-[ACP]
m03154	XTP
m01822	Fe3+
m01337	androsterone sulfate
m00675	2-phosphoglycolate
m02795	prostaglandin I2
m01097	5-carboxy-gamma-chromanol
m01636	D-4-phosphopantothenate
m01629	cystine
m00887	3-oxononadecanoyl-CoA
m00493	1-acylglycerol-3P-myrist
m00325	12-hydroxydodecanoic acid
m00513	1-alkyl-2-acetyl-sn-glycerol
m02322	L-2-aminoadipate
m02558	N-arachidonoylglycine
m03033	trans-3-cis-5,8,11,14-eicosapentaenoyl-CoA
m01653	de-Fuc, GlcNAc removed PA6 (wo peptide linkage)
m00593	20-hydroxy-D4-neuroprostane
m00936	4(S)-hydroxy-dodec-(6Z)-enoate
m02080	heparan sulfate, free chain
m01840	fructose
m01483	cholesterol-ester-9,12,15,18-tetraco
m00438	1-acylglycerol-3P-10-heptade
m00865	3-oxo-docosa-cis,cis,cis-10,13,16-trienoyl-CoA
m02052	heneicosanoyl-CoA
m02711	perillic acid
m02451	maltotetraose
m01756	dUTP
m02786	prostaglandin E2
m01848	fructoselysine-3-phosphate
m00756	3alpha,7alpha-dihydroxy-5beta-cholestan-26-al
m02096	hepoxilin A3
m00930	4-(methylnitrosamino)-1-(3-pyridyl-N-oxide)-1-butanol
m01354	apoC2
m01355	apoC3
m01353	apoC1
m00142	(alpha-D-mannosyl)4-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m02462	mem2emgacpail_prot heparan sulfate
m03048	tridecanoyl-[ACP]
m00986	4-hydroxy-17beta-estradiol
m02347	lc4Cer
m02682	PAPS
m02415	L-prolyl-tRNA(pro)
m00054	(2E)-nonadecenoyl-CoA
m00568	2,2-dichloroacetaldehyde
m02483	mgacpail heparan sulfate
m01291	adrenic acid
m00472	1-acylglycerol-3P-arach
m02581	nicotinamide D-ribonucleotide
m00934	4(R),8-dimethyl-trans-2-nonenoyl-CoA
m01005	4-hydroxyphenylpyruvate
m01884	G00083
m00313	12,13-epoxylinoleic acid-radical
m01959	globoside
m01883	G00082
m00308	12(S)-HHT
m01474	cholesterol-ester-6,9-octa
m02235	keratan sulfate I biosynthesis, precursor 8
m01616	cortisone
m01517	chondroitin sulfate A (GalNAc4S-GlcA) proteoglycan
m00734	3,5,3-triiodothyronine-4-sulfate
m02876	salsolinol-1-carboxylate
m01630	cytidine
m02489	monodehydroascorbate
m01142	6-(alpha-D-glucosaminyl)-1D-myo-inositol
m00750	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestan-26-al
m01563	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 2
m02037	guanine
m02234	keratan sulfate I biosynthesis, precursor 7
m00585	20-COOH-LTB4
m01317	alpha tubulin
m01592	CMP-N-acetylneuraminate
m01205	8(S)-hydroxy-hexadeca-(2E,6E,10Z)-trienoate
m02615	nonanoyl-[ACP]
m01358	apocytochrome-C
m01750	dTDP-galactose
m01733	dolichyl-phosphate
m01377	benzo[a]pyrene-7,8-diol
m00926	4-(2-aminophenyl)-2,4-dioxobutanoate
m01806	farnesyl-PP
m01927	gamma-glutamyl-cysteine
m01591	CMP-2-aminoethylphosphonate
temp001	biomass
m01494	cholesterol-ester-heneico
m00380	15(S)-HPETE
m01243	9-hydroxyoctadecadienoate
m02469	methaneselenol
m00144	(alpha-D-mannosyl)5-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein) (B2)
m02694	pentanoyl-CoA
m01978	glutathione episulfonium ion
m02916	somatostatin
m00610	24-hydroxycholesterol
m00530	1D-myo-inositol-4-phosphate
m00987	4-hydroxy-17beta-estradiol-2-S-glutathione
m02495	myristoyl-CoA
m02931	sphingosylphosphorylcholine
m03158	zymosterol
m01499	cholesterol-ester-lin
m01521	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 3
m01125	5-oxo-EPE
m01520	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 2
m01589	CL pool
m01753	dTTP
m02319	kynurenine
m03062	tRNA containing N7-methylguanine
m01613	core 8
m01523	chondroitin sulfate A (GalNAc4S-GlcA), degradation product 5
m01074	5-aminolevulinate
m01607	core 2
m01240	9-hydroxy-10-O-D-glucuronoside-(12Z)-octadecenoate
m01612	core 7
m01611	core 6
m00918	3-sulfinoalanine
m01609	core 4
m00334	12-oxoETE
m01697	dihomo-gamma-linolenoyl-CoA
m02504	N1-acetylspermine
m02534	N-acetyl-L-cysteine
m00695	3(S),8(S)-dihydroxy-(6E,10Z)-hexadecadienoate
m01134	5-S-cysteinyldopa
m01565	chondroitin sulfate E (GalNAc4,6diS-GlcA), precursor 4
m01226	9-carboxy-alpha-tocotrienol
m02405	L-lysyl-tRNA(lys)
m00069	(2E)-tridecenoyl-CoA
m02940	stearoylcarnitine
m00569	2,3-bisphospho-D-glycerate
m02666	oxidized thioredoxin
m02149	hydroxyl radical
m00363	13-oxy-radical-octadecadienoate
m00991	4-hydroxy-3-nitrophenylacetate
m01582	cis-cetoleic acid
m01215	8-peroxy-docosahexaenoate
m01874	G00040
m01617	coumarin
m02933	squalene
m01969	glucosyl-(alpha-D-mannosyl)6-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m01442	chloride
m02606	N-methyltyramine
m01152	6,7-dihydro-5-oxo-LTB4
m00957	4alpha-formyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol
m01318	alpha-(1,2-dihydroxyethyl)-1,2,3,4-tetrahydro-7-hydroxy-9-methoxy-3,4-dioxocyclopenta[c][1]benzopyran-6-acetaldehyde
m02907	sialyl-Tn antigen
m01084	5beta-cholestan-7alpha,27-diol-3-one
m02497	N-(omega)-hydroxyarginine
m00302	11-peroxy-(5Z,8Z,12E,14Z)-eicosatetraenoate
m01717	D-mannose-1,6-bisphosphate
m00506	1-acylglycerol-LD-PI pool
m00252	10,11-dihydro-12-epi-LTB4
m02969	testosterone
m00314	12,13-hydroxyoctadec-9(z)-enoate
m00854	3-oxo-cis,cis-5,8-tetradecadienoyl-CoA
m01286	ADP-glucose
m01361	aquacob(III)alamin
m02499	N,N-dimethyldopaminequinone
m01960	globotriaosylceramide
m01524	chondroitin sulfate A (GalNAc4S-GlcA), free chain
m02913	sn-glycerol-3-PE
m01832	formamidopyrimidine nucleoside triphosphate
m00582	20-CoA-20-oxo-LTB4
m02349	L-cystathionine
m03002	trans,cis,cis,cis,cis-2,10,13,16,19-docosapentaenoyl-CoA
m00087	(3S)-hydroxy-eicosa-cis,cis-11,14-dienoyl-CoA
m01341	aniline
m01093	5beta-cholestane-3alpha,7alpha,26-triol
m02132	homocarnosine
m00581	20-CoA-20-oxo-18r-hydroxy-LTB4
m00442	1-acylglycerol-3P-11-eico
m00531	1D-myo-inositol-bisdiphosphate-tetrakisphosphate
m03021	trans,cis-lauro-2,6-dienoyl-CoA
m00317	12,15,18,21-tetracosatetraenoyl-CoA
m01412	butyryl-CoA
m00698	3(S)-hydroxy-10,13,16-all-cis-docosatrienoyl-CoA
m03067	tRNA(cys)
m02675	palmitolate
m02426	lysine
m02659	orotate
m03069	tRNA(glu)
m01411	butyryl-[ACP]
m01807	fatty acid-chylomicron pool
m02100	heptadecanoylcarnitine
m00858	3-oxodecanoyl-CoA
m00679	2-trans-7,10,13,16,19-all-cis-docosahexaenoyl-CoA
m02326	L-3-cyanoalanine
m00306	12(R)-HPETE
m02303	keratan sulfate II (core 4-linked)
m01030	4-oxo-9-cis-retinoyl-beta-glucuronide
m00439	1-acylglycerol-3P-11,14,17-eico
m00443	1-acylglycerol-3P-12,15,18,21-tetra
m02784	prostaglandin D3
m01283	adenylyl sulfate
m00817	3-methoxy-4-hydroxy-5-all-trans-decaprenylbenzoate
m01790	estrone
m00970	4-aminobutyrate
m02857	S-(2-methylpropanoyl)-dihydrolipoamide
m02578	NH3
m01368	ascorbate
m00903	3-oxo-tetracosa-9,12,15,18-all-cis-tetraenoyl-CoA
m02468	methacrylyl-CoA
m02801	protamine
m02809	psychosine sulfate
m00820	3-methoxy-4-hydroxyphenylglycolaldehyde
m00589	20-hydroperoxy-H4-neuroprostane
m00524	1D-myo-inositol-1,3,4-trisphosphate
m02585	nicotinate ribonucleotide
m01664	delta2-THA-CoA
m00397	16(S)-hydroxy-18-oxo-18-CoA-LTE4
tem	temp
m00836	3-oxo-10(R)-hydroxy-octadeca-(6E,8E,12Z)-trienoyl-CoA
m03141	vitamin D2
m01795	estrone-glucuronide
m00359	13-hydroxy-E4-neuroprostane
m02544	N-acetylneuraminate-9-phosphate
m01031	4-oxo-all-trans-retinoate
m03080	tRNA(trp)
m02628	N-trimethyl-2-aminoethylphosphonate
m00111	(6Z,9Z,12Z,15Z,18Z)-TPA
m00628	2-acyl-1-alkyl-sn-glycero-3-phosphate
m00201	[protein]-L-glutamine
m03095	type II H glycolipid
m01339	androsterone-glucuronide
m02098	hepoxilin B3
m01798	ethanolamine-phosphate
m00373	15(R)-HEPE
m02919	spermic acid 1
m03145	vitamin K
m00709	3(S)-hydroxy-cis-15-tetracosaenoyl-CoA
m03117	undecylic acid
m03016	trans,cis-2,17-hexacosadienoyl-CoA
m01287	ADP-mannose
m02435	m7G(5')pppAm
m00086	(3S)-hydroxy-eicosa-cis,cis,cis-11,14,17-trienoyl-CoA
m00716	3(S)-hydroxy-tetracosa-12,15,18,21-all-cis-tetraenoyl-CoA
m02019	GP1calpha
m02400	lipoylprotein
m00297	11-HETE
m01643	dCDP
m00913	3-phospho-D-glycerate
m02317	kinetensin 4-8
m00173	(S)-3-hydroxybutyryl-CoA
m00905	3-oxotetradecanoyl-[ACP]
m03116	undecanoyl-CoA
m00647	2-hydroxy-3-phenylpropenoate
m02672	PA6
m01110	5-hydroxytryptophol
m01427	CDP-diacylglycerol-LD-PI pool
m02925	spermine monoaldehyde
m00391	15-HpETrE
m02716	PGH3
m00151	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform B (protein)
m00699	3(S)-hydroxy-11-cis-docosenoyl-CoA
m01154	6,7-dihydroxy-1,2,3,4-tetrahydroisoquinoline
m00550	1-palmitoyl-dihydroxyacetone-phosphate
m02328	LacCer pool
m02142	hydracrylate
m00994	4-hydroxy-all-trans-retinyl-acetate
m00857	3-oxodecanoyl-[ACP]
m02935	STAR
m01654	dehydroalanine
m02970	tetracosanoylcarnitine
m03112	UDP-xylose
m03050	tridecanoyl-CoA
m00409	17alpha-hydroxyprogesterone
m01765	ebastine
m02701	peptide-3-hydroxy-L-aspartate
m02412	L-phenylalanyl-tRNA(phe)
m01336	androstenediol
m01188	7-carboxy-gamma-tocotrienol
m00846	3-oxo-5(S),12(R)-dihydroxy-eicosa-8-trans-6,14-cis-trienoyl-CoA
m00491	1-acylglycerol-3P-lin
m01169	6-phospho-D-gluconate
m00049	(2E)-hexacosenoyl-CoA
m02345	lauroyl-CoA
m00845	3-oxo-4-methyl-pentanoyl-CoA
m00060	(2E)-pentadecenoyl-[ACP]
m02866	S-[2-carboxy-1-(1H-imidazol-4-yl)ethyl]glutathione
m00521	1D-myo-inositol-1,3,4,5,6-pentakisphosphate
m02849	RNA-terminal-2,3-cyclic-phosphate
m00027	(18E)-20-oxo-20-CoA-LTE4
m00296	11h-14,15-EETA
m00067	(2E)-tricosenoyl-CoA
m01464	cholesterol-ester-13-octade
m01745	D-tagatose
m00917	3-succinoylpyridine
m00115	(7Z)-octadecenoic acid
m00159	(R)-3-hydroxybutanoyl-CoA
m01203	8(S)-HPETE
m00436	1-acylglycerol-3P-10,13,16,19-doco
m00973	4-bromocatechol
m00594	20-hydroxy-E4-neuroprostane
m01569	chylomicron remnant
m01703	dihydrolipoylprotein
m01678	dextrin
m00863	3-oxo-docosa-7,10,13,16,19-all-cis-pentaenoyl-CoA
m00153	(alpha-D-mannosyl)8-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine (protein)
m02664	oxidized dithiothreitol
m00372	14-peroxy-docosahexaenoate
m02505	N1-methyl-2-pyridone-5-carboxamide
m03164	D-alanyl-D-alanine
m00788	3-hydroxy-L-kynurenine
m00547	1-nitronaphthalene-7,8-oxide
m01147	6(S)-hydroxy-tetradeca-(2E,4E,8Z)-trienoate
m01272	acyl-CoA-LD-PE pool
m01332	aminoacetone
m01812	fatty acid-LD-SM pool
m03058	tRNA containing 5-aminomethyl-2-thiouridine
m01638	D-alanine
m02432	m3emgacpail heparan sulfate
m00776	3-hydroxydocosanoyl-CoA
m02480	methylmalonyl-CoA
m00177	(S)-3-hydroxypalmitoleoyl-CoA
m00326	12-keto-LTB4
m00735	3,5-dihydroxy-3,4-dihydro-1,4-benzothiazine
m00232	1,2-D-glucosyl-5-D-(galactosyloxy)-L-lysine-procollagen
m00612	24-oxo-1alpha,25-dihydroxyvitamin D3
m00830	3-O-methyldopa
m01863	fumarylacetoacetate
m00961	4alpha-hydroxymethyl-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol
m02404	L-leucyl-tRNA(leu)
m02726	phosphatidate-bile-PC pool
m01530	chondroitin sulfate B (IdoA2S-GalNAc4S), precursor 4
m00196	[protein]
m01495	cholesterol-ester-hepta
m01426	CDP-diacylglycerol-CL pool
m00084	(3S)-citramalyl-CoA
m00578	2,6-dimethyl-trans-2-heptenoyl-CoA
m01026	4-oxo-13-cis-retinoate
m02543	N-acetylneuraminate
m02825	rac-4-hydroxy-4-O-(beta-D-glucuronide)-all-trans-retinyl-acetate
m02608	N-nitrosomethanamine
m00161	(R)-3-hydroxyoctanoyl-[ACP]
m02561	NEFA blood pool out
m00437	1-acylglycerol-3P-10,13,16-docosa
m00951	4-[(hydroxymethyl)nitrosoamino]-1-(3-pyridinyl)-1-butanone
m00152	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform C (protein)
m01873	G00038
m01296	aflatoxin B1
m00218	[protein]-tyrosine-phosphate
m02644	octanoyl-CoA
m01872	G00032
m01454	cholesterol-ester-10-hepta
m01214	8-peroxy-(5Z,9E,11Z,14Z)-eicosatetraenoate
m01397	bilirubin-bisglucuronoside
m01122	5-oxo-12(S)-hydroxy-eicosa-(8E,10E,14Z)-trienoyl-CoA
m00541	1-nitro-5-glutathionyl-6-hydroxy-5,6-dihydronaphthalene
m01977	glutaryl-CoA
m01821	Fe2+
m02193	ITP
m01496	cholesterol-ester-hexacosa
m02902	sialyl(1,3)-sialyl(2,6)-galactosylgloboside
m00807	3-iodo-L-tyrosine
m01507	cholesterol-ester-stea
m00772	3-deoxy-D-glycero-D-galacto-2-nonulosonic acid-9-phosphate
m02517	N6,N6,N6-trimethyl-L-lysine
m02367	leukotriene C5
m00664	2-methylbutyrylglycine
m00389	15-epi-lipoxin B5
m01670	deoxyhypusine
m01381	benzothiazine
m02532	N-acetyl-L-aspartate
m02706	peptidylamidoglycolate
m00672	2-oxoglutaramate
m00413	17beta-estradiol-3,4-semiquinone
m00868	3-oxododecanoyl-CoA
m01112	5-methoxyindoleacetate
m01834	formyl-5-hydroxykynurenamine
m00613	24R,25-dihyoxyvitamin D2
m02357	lepidimoide
m01973	glucuronate
m01961	glucono-1,5-lactone-6-phosphate
m01138	5-S-glutathionyl-dopamine
m01002	4-hydroxyphenylacetaldehyde
m00919	3-sulfinylpyruvic acid
m02891	selenomethionine
m02739	phosphodimethylethanolamine
m01856	fucfucgalacglcgalacglcgal14acglcgalgluside heparan sulfate
m02896	serine
m01309	aldosterone
m02386	limonene
m00260	10,13,16,19-docosatetraenoic acid
m02620	norepinephrine sulfate
m02392	lipid droplet
m01652	de-Fuc form of PA6
m01082	5beta-cholestan-7alpha,12alpha,27-triol-3-one
m01312	allantoate
m01173	7,12-dimethylbenz[a]anthracene 5,6-oxide
m00150	(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)
m00028	(18R)-HEPE
m01469	cholesterol-ester-5,8,11-eico
m00509	1-acylglycerol-LD-TG1 pool
m02949	sulfite
m01744	D-serine
m01072	5alpha-pregnane-3,20-dione
m02020	gpi heparan sulfate
m02097	hepoxilin A3-c
m02398	lipoyl-AMP
m02605	N-methyltryptamine
m02721	phenylacetyl-CoA
m02695	pentyl radical
m00088	(3Z)-dodecenoyl-CoA
m00724	3,4-dihydro-3-hydroxy-4-S-glutathionyl bromobenzene
m02027	GSSG
m01185	7-carboxy-alpha-chromanol
m02375	L-glutaminyl-peptide
m00108	(6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA
m00106	(6Z,9Z)-octadecadienoyl-CoA
m01672	deoxyribose
m00016	(13Z)-docosenoyl-CoA
m01058	5,6-epoxytetraene
